ERROR:2026-02-19 10:16:06,270:jax._src.xla_bridge:444: Jax plugin configuration error: Exception when calling jax_plugins.xla_cuda12.initialize()
Traceback (most recent call last):
  File "/home/ntaddei/miniconda3/envs/lhf/lib/python3.10/site-packages/jax_plugins/xla_cuda12/__init__.py", line 197, in _version_check
    version = get_version()
RuntimeError: jaxlib/cuda/versions_helpers.cc:81: operation cusparseGetProperty(MAJOR_VERSION, &major) failed: The cuSPARSE library was not found.

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/ntaddei/miniconda3/envs/lhf/lib/python3.10/site-packages/jax/_src/xla_bridge.py", line 442, in discover_pjrt_plugins
    plugin_module.initialize()
  File "/home/ntaddei/miniconda3/envs/lhf/lib/python3.10/site-packages/jax_plugins/xla_cuda12/__init__.py", line 324, in initialize
    _check_cuda_versions(raise_on_first_error=True)
  File "/home/ntaddei/miniconda3/envs/lhf/lib/python3.10/site-packages/jax_plugins/xla_cuda12/__init__.py", line 262, in _check_cuda_versions
    _version_check("cuSPARSE", cuda_versions.cusparse_get_version,
  File "/home/ntaddei/miniconda3/envs/lhf/lib/python3.10/site-packages/jax_plugins/xla_cuda12/__init__.py", line 201, in _version_check
    raise RuntimeError(err_msg) from e
[1197/4000] -ELBO = 2.495377779006958
[1198/4000] -ELBO = 2.495046377182007
[1199/4000] -ELBO = 2.4947242736816406
[1200/4000] -ELBO = 2.4944019317626953
[1201/4000] -ELBO = 2.4940781593322754
[1202/4000] -ELBO = 2.493882179260254
[1203/4000] -ELBO = 2.4934136867523193
[1204/4000] -ELBO = 2.4930365085601807
[1205/4000] -ELBO = 2.492849349975586
[1206/4000] -ELBO = 2.4923393726348877
[1207/4000] -ELBO = 2.492245674133301
[1208/4000] -ELBO = 2.4918925762176514
[1209/4000] -ELBO = 2.4914352893829346
[1210/4000] -ELBO = 2.491135835647583
[1211/4000] -ELBO = 2.4908201694488525
[1212/4000] -ELBO = 2.49066162109375
[1213/4000] -ELBO = 2.4902143478393555
[1214/4000] -ELBO = 2.490020751953125
[1215/4000] -ELBO = 2.489649534225464
[1216/4000] -ELBO = 2.489386796951294
[1217/4000] -ELBO = 2.4890329837799072
[1218/4000] -ELBO = 2.4886627197265625
[1219/4000] -ELBO = 2.4883029460906982
[1220/4000] -ELBO = 2.488003730773926
[1221/4000] -ELBO = 2.4876604080200195
[1222/4000] -ELBO = 2.487412929534912
[1223/4000] -ELBO = 2.486940622329712
[1224/4000] -ELBO = 2.4867348670959473
[1225/4000] -ELBO = 2.486466646194458
[1226/4000] -ELBO = 2.4861507415771484
[1227/4000] -ELBO = 2.4857492446899414
[1228/4000] -ELBO = 2.485398530960083
[1229/4000] -ELBO = 2.4851462841033936
[1230/4000] -ELBO = 2.48483943939209
[1231/4000] -ELBO = 2.484480857849121
[1232/4000] -ELBO = 2.484102487564087
[1233/4000] -ELBO = 2.483905792236328
[1234/4000] -ELBO = 2.4834671020507812
[1235/4000] -ELBO = 2.483208656311035
[1236/4000] -ELBO = 2.482914447784424
[1237/4000] -ELBO = 2.4824421405792236
[1238/4000] -ELBO = 2.4822006225585938
[1239/4000] -ELBO = 2.4818873405456543
[1240/4000] -ELBO = 2.481633424758911
[1241/4000] -ELBO = 2.481311798095703
[1242/4000] -ELBO = 2.480851888656616
[1243/4000] -ELBO = 2.4806950092315674
[1244/4000] -ELBO = 2.4803383350372314
[1245/4000] -ELBO = 2.4801337718963623
[1246/4000] -ELBO = 2.4799158573150635
[1247/4000] -ELBO = 2.47939395904541
[1248/4000] -ELBO = 2.478985071182251
[1249/4000] -ELBO = 2.478722333908081
[1250/4000] -ELBO = 2.4784035682678223
[1251/4000] -ELBO = 2.4781033992767334
[1252/4000] -ELBO = 2.477778434753418
[1253/4000] -ELBO = 2.4775443077087402
[1254/4000] -ELBO = 2.477158784866333
[1255/4000] -ELBO = 2.4767541885375977
[1256/4000] -ELBO = 2.4764747619628906
[1257/4000] -ELBO = 2.476191282272339
[1258/4000] -ELBO = 2.475872278213501
[1259/4000] -ELBO = 2.4755947589874268
[1260/4000] -ELBO = 2.4752516746520996
[1261/4000] -ELBO = 2.4749743938446045
[1262/4000] -ELBO = 2.474575996398926
[1263/4000] -ELBO = 2.4744021892547607
[1264/4000] -ELBO = 2.4740049839019775
[1265/4000] -ELBO = 2.473633050918579
[1266/4000] -ELBO = 2.4733567237854004
[1267/4000] -ELBO = 2.4730398654937744
[1268/4000] -ELBO = 2.472750663757324
[1269/4000] -ELBO = 2.4723658561706543
[1270/4000] -ELBO = 2.472153902053833
[1271/4000] -ELBO = 2.4717776775360107
[1272/4000] -ELBO = 2.471449851989746
[1273/4000] -ELBO = 2.471205711364746
[1274/4000] -ELBO = 2.47084379196167
[1275/4000] -ELBO = 2.470541477203369
[1276/4000] -ELBO = 2.47023344039917
[1277/4000] -ELBO = 2.469865322113037
[1278/4000] -ELBO = 2.4696123600006104
[1279/4000] -ELBO = 2.4693281650543213
[1280/4000] -ELBO = 2.46895432472229
[1281/4000] -ELBO = 2.468742609024048
[1282/4000] -ELBO = 2.4682466983795166
[1283/4000] -ELBO = 2.4680402278900146
[1284/4000] -ELBO = 2.4677233695983887
[1285/4000] -ELBO = 2.4673781394958496
[1286/4000] -ELBO = 2.4670541286468506
[1287/4000] -ELBO = 2.466890811920166
[1288/4000] -ELBO = 2.4664859771728516
[1289/4000] -ELBO = 2.4661333560943604
[1290/4000] -ELBO = 2.465846538543701
[1291/4000] -ELBO = 2.465520143508911
[1292/4000] -ELBO = 2.46525239944458
[1293/4000] -ELBO = 2.464948892593384
[1294/4000] -ELBO = 2.4645612239837646
[1295/4000] -ELBO = 2.4642369747161865
[1296/4000] -ELBO = 2.4639813899993896
[1297/4000] -ELBO = 2.4636566638946533
[1298/4000] -ELBO = 2.463388442993164
[1299/4000] -ELBO = 2.4629554748535156
[1300/4000] -ELBO = 2.462693214416504
[1301/4000] -ELBO = 2.46248722076416
[1302/4000] -ELBO = 2.462221384048462
[1303/4000] -ELBO = 2.4617295265197754
[1304/4000] -ELBO = 2.461426019668579
[1305/4000] -ELBO = 2.461250066757202
[1306/4000] -ELBO = 2.4608728885650635
[1307/4000] -ELBO = 2.4604170322418213
[1308/4000] -ELBO = 2.46024751663208
[1309/4000] -ELBO = 2.459900140762329
[1310/4000] -ELBO = 2.459486722946167
[1311/4000] -ELBO = 2.4594318866729736
[1312/4000] -ELBO = 2.458972692489624
[1313/4000] -ELBO = 2.4587655067443848
[1314/4000] -ELBO = 2.458585500717163
[1315/4000] -ELBO = 2.458050489425659
[1316/4000] -ELBO = 2.4577555656433105
[1317/4000] -ELBO = 2.45744252204895
[1318/4000] -ELBO = 2.457136631011963
[1319/4000] -ELBO = 2.4569389820098877
[1320/4000] -ELBO = 2.4564716815948486
[1321/4000] -ELBO = 2.4562885761260986
[1322/4000] -ELBO = 2.4559102058410645
[1323/4000] -ELBO = 2.455629348754883
[1324/4000] -ELBO = 2.455327033996582
[1325/4000] -ELBO = 2.4549996852874756
[1326/4000] -ELBO = 2.4547219276428223
[1327/4000] -ELBO = 2.4542508125305176
[1328/4000] -ELBO = 2.454129219055176
[1329/4000] -ELBO = 2.4538259506225586
[1330/4000] -ELBO = 2.453507661819458
[1331/4000] -ELBO = 2.4530816078186035
[1332/4000] -ELBO = 2.452793836593628
[1333/4000] -ELBO = 2.452580690383911
[1334/4000] -ELBO = 2.4523117542266846
[1335/4000] -ELBO = 2.451979637145996
[1336/4000] -ELBO = 2.451643466949463
[1337/4000] -ELBO = 2.4513425827026367
[1338/4000] -ELBO = 2.4510204792022705
[1339/4000] -ELBO = 2.4507973194122314
[1340/4000] -ELBO = 2.4503719806671143
[1341/4000] -ELBO = 2.450151205062866
[1342/4000] -ELBO = 2.4497711658477783
[1343/4000] -ELBO = 2.4494833946228027
[1344/4000] -ELBO = 2.4492275714874268
[1345/4000] -ELBO = 2.448873519897461
[1346/4000] -ELBO = 2.4485692977905273
[1347/4000] -ELBO = 2.4482338428497314
[1348/4000] -ELBO = 2.447960376739502
[1349/4000] -ELBO = 2.447673797607422
[1350/4000] -ELBO = 2.4473507404327393
[1351/4000] -ELBO = 2.447131872177124
[1352/4000] -ELBO = 2.4466817378997803
[1353/4000] -ELBO = 2.446443796157837
[1354/4000] -ELBO = 2.446133613586426
[1355/4000] -ELBO = 2.445805788040161
[1356/4000] -ELBO = 2.445631742477417
[1357/4000] -ELBO = 2.4453396797180176
[1358/4000] -ELBO = 2.4449501037597656
[1359/4000] -ELBO = 2.4446239471435547
[1360/4000] -ELBO = 2.444333076477051
[1361/4000] -ELBO = 2.4439120292663574
[1362/4000] -ELBO = 2.443716287612915
[1363/4000] -ELBO = 2.4435324668884277
[1364/4000] -ELBO = 2.4430551528930664
[1365/4000] -ELBO = 2.4432311058044434
[1366/4000] -ELBO = 2.4424734115600586
[1367/4000] -ELBO = 2.442333936691284
[1368/4000] -ELBO = 2.441906690597534
[1369/4000] -ELBO = 2.441854238510132
[1370/4000] -ELBO = 2.4414260387420654
[1371/4000] -ELBO = 2.4410197734832764
[1372/4000] -ELBO = 2.4406776428222656
[1373/4000] -ELBO = 2.4405839443206787
[1374/4000] -ELBO = 2.440225839614868
[1375/4000] -ELBO = 2.439979314804077
[1376/4000] -ELBO = 2.4395081996917725
[1377/4000] -ELBO = 2.439302921295166
[1378/4000] -ELBO = 2.4389431476593018
[1379/4000] -ELBO = 2.4386725425720215
[1380/4000] -ELBO = 2.4383366107940674
[1381/4000] -ELBO = 2.438100814819336
[1382/4000] -ELBO = 2.4378232955932617
[1383/4000] -ELBO = 2.437542200088501
[1384/4000] -ELBO = 2.437065601348877
[1385/4000] -ELBO = 2.4369871616363525
[1386/4000] -ELBO = 2.436756134033203
[1387/4000] -ELBO = 2.436197280883789
[1388/4000] -ELBO = 2.4359500408172607
[1389/4000] -ELBO = 2.4357316493988037
[1390/4000] -ELBO = 2.4353840351104736
[1391/4000] -ELBO = 2.4351675510406494
[1392/4000] -ELBO = 2.434741735458374
[1393/4000] -ELBO = 2.4344305992126465
[1394/4000] -ELBO = 2.4342589378356934
[1395/4000] -ELBO = 2.4338903427124023
[1396/4000] -ELBO = 2.4335124492645264
[1397/4000] -ELBO = 2.433345317840576
[1398/4000] -ELBO = 2.4331648349761963
[1399/4000] -ELBO = 2.4326295852661133
[1400/4000] -ELBO = 2.432389497756958
[1401/4000] -ELBO = 2.4321625232696533
[1402/4000] -ELBO = 2.43192720413208
[1403/4000] -ELBO = 2.431572198867798
[1404/4000] -ELBO = 2.43117094039917
[1405/4000] -ELBO = 2.4308841228485107
[1406/4000] -ELBO = 2.4307074546813965
[1407/4000] -ELBO = 2.4303131103515625
[1408/4000] -ELBO = 2.430133581161499
[1409/4000] -ELBO = 2.4298064708709717
[1410/4000] -ELBO = 2.429569721221924
[1411/4000] -ELBO = 2.4291610717773438
[1412/4000] -ELBO = 2.4290213584899902
[1413/4000] -ELBO = 2.42866587638855
[1414/4000] -ELBO = 2.428239583969116
[1415/4000] -ELBO = 2.4280714988708496
[1416/4000] -ELBO = 2.4276225566864014
[1417/4000] -ELBO = 2.4276676177978516
[1418/4000] -ELBO = 2.427154064178467
[1419/4000] -ELBO = 2.4268391132354736
[1420/4000] -ELBO = 2.426640748977661
[1421/4000] -ELBO = 2.4262921810150146
[1422/4000] -ELBO = 2.425903797149658
[1423/4000] -ELBO = 2.4256811141967773
[1424/4000] -ELBO = 2.4254872798919678
[1425/4000] -ELBO = 2.4250996112823486
[1426/4000] -ELBO = 2.4248433113098145
[1427/4000] -ELBO = 2.4245645999908447
[1428/4000] -ELBO = 2.4242477416992188
[1429/4000] -ELBO = 2.4239585399627686
[1430/4000] -ELBO = 2.423663377761841
[1431/4000] -ELBO = 2.4233195781707764
[1432/4000] -ELBO = 2.4230663776397705
[1433/4000] -ELBO = 2.422914505004883
[1434/4000] -ELBO = 2.422513008117676
[1435/4000] -ELBO = 2.422234296798706
[1436/4000] -ELBO = 2.422008514404297
[1437/4000] -ELBO = 2.4218528270721436
[1438/4000] -ELBO = 2.42140531539917
[1439/4000] -ELBO = 2.42107892036438
[1440/4000] -ELBO = 2.420804738998413
[1441/4000] -ELBO = 2.420405864715576
[1442/4000] -ELBO = 2.420246124267578
[1443/4000] -ELBO = 2.419956922531128
[1444/4000] -ELBO = 2.4196054935455322
[1445/4000] -ELBO = 2.4194319248199463
[1446/4000] -ELBO = 2.4190175533294678
[1447/4000] -ELBO = 2.4187655448913574
[1448/4000] -ELBO = 2.418567419052124
[1449/4000] -ELBO = 2.4181137084960938
[1450/4000] -ELBO = 2.417896032333374
[1451/4000] -ELBO = 2.417604923248291
[1452/4000] -ELBO = 2.4173390865325928
[1453/4000] -ELBO = 2.4170382022857666
[1454/4000] -ELBO = 2.416727304458618
[1455/4000] -ELBO = 2.4164986610412598
[1456/4000] -ELBO = 2.416158437728882
[1457/4000] -ELBO = 2.415736436843872
[1458/4000] -ELBO = 2.4156150817871094
[1459/4000] -ELBO = 2.415130853652954
[1460/4000] -ELBO = 2.4151618480682373
[1461/4000] -ELBO = 2.4148125648498535
[1462/4000] -ELBO = 2.4144887924194336
[1463/4000] -ELBO = 2.414293050765991
[1464/4000] -ELBO = 2.4138574600219727
[1465/4000] -ELBO = 2.4137938022613525
[1466/4000] -ELBO = 2.4133987426757812
[1467/4000] -ELBO = 2.413039207458496
[1468/4000] -ELBO = 2.412834882736206
[1469/4000] -ELBO = 2.412504196166992
[1470/4000] -ELBO = 2.4123213291168213
[1471/4000] -ELBO = 2.411803960800171
[1472/4000] -ELBO = 2.411687135696411
[1473/4000] -ELBO = 2.4114372730255127
[1474/4000] -ELBO = 2.4108705520629883
[1475/4000] -ELBO = 2.410757064819336
[1476/4000] -ELBO = 2.4105582237243652
[1477/4000] -ELBO = 2.4102871417999268
[1478/4000] -ELBO = 2.4101617336273193
[1479/4000] -ELBO = 2.409599781036377
[1480/4000] -ELBO = 2.4093520641326904
[1481/4000] -ELBO = 2.409226655960083
[1482/4000] -ELBO = 2.408736228942871
[1483/4000] -ELBO = 2.4085757732391357
[1484/4000] -ELBO = 2.408069372177124
[1485/4000] -ELBO = 2.4081311225891113
[1486/4000] -ELBO = 2.407639741897583
[1487/4000] -ELBO = 2.4073734283447266
[1488/4000] -ELBO = 2.4072728157043457
[1489/4000] -ELBO = 2.407048463821411
[1490/4000] -ELBO = 2.4065136909484863
[1491/4000] -ELBO = 2.4060513973236084
[1492/4000] -ELBO = 2.406259298324585
[1493/4000] -ELBO = 2.4056928157806396
[1494/4000] -ELBO = 2.4055142402648926
[1495/4000] -ELBO = 2.405256509780884
[1496/4000] -ELBO = 2.40488600730896
[1497/4000] -ELBO = 2.4047417640686035
[1498/4000] -ELBO = 2.4046900272369385
[1499/4000] -ELBO = 2.4042389392852783
[1500/4000] -ELBO = 2.4043467044830322
[1501/4000] -ELBO = 2.4033195972442627
[1502/4000] -ELBO = 2.4034342765808105
[1503/4000] -ELBO = 2.4028608798980713
[1504/4000] -ELBO = 2.402777910232544
[1505/4000] -ELBO = 2.402503490447998
[1506/4000] -ELBO = 2.40216326713562
[1507/4000] -ELBO = 2.40110182762146
[1508/4000] -ELBO = 2.4017040729522705
[1509/4000] -ELBO = 2.4015302658081055
[1510/4000] -ELBO = 2.4009194374084473
[1511/4000] -ELBO = 2.4005491733551025
[1512/4000] -ELBO = 2.4002175331115723
[1513/4000] -ELBO = 2.4001240730285645
[1514/4000] -ELBO = 2.399353504180908
[1515/4000] -ELBO = 2.399833917617798
[1516/4000] -ELBO = 2.398808479309082
[1517/4000] -ELBO = 2.398665189743042
[1518/4000] -ELBO = 2.397979736328125
[1519/4000] -ELBO = 2.398861885070801
[1520/4000] -ELBO = 2.398430109024048
[1521/4000] -ELBO = 2.3985180854797363
[1522/4000] -ELBO = 2.398123264312744
[1523/4000] -ELBO = 2.3965084552764893
[1524/4000] -ELBO = 2.3972694873809814
[1525/4000] -ELBO = 2.3963842391967773
[1526/4000] -ELBO = 2.3959951400756836
[1527/4000] -ELBO = 2.3964784145355225
[1528/4000] -ELBO = 2.3964834213256836
[1529/4000] -ELBO = 2.3955016136169434
[1530/4000] -ELBO = 2.396312713623047
[1531/4000] -ELBO = 2.390015125274658
[1532/4000] -ELBO = 2.395601987838745
[1533/4000] -ELBO = 2.39272141456604
[1534/4000] -ELBO = 2.3945579528808594
[1535/4000] -ELBO = 2.390242576599121
[1536/4000] -ELBO = 2.388631582260132
[1537/4000] -ELBO = 2.389500617980957
[1538/4000] -ELBO = 2.3939428329467773
[1539/4000] -ELBO = 2.389746904373169
[1540/4000] -ELBO = 2.3809285163879395
[1541/4000] -ELBO = 2.386838674545288
[1542/4000] -ELBO = 2.382021903991699
[1543/4000] -ELBO = 2.383610486984253
[1544/4000] -ELBO = 2.3824028968811035
[1545/4000] -ELBO = 2.3896665573120117
[1546/4000] -ELBO = 2.3844616413116455
[1547/4000] -ELBO = 2.3877549171447754
[1548/4000] -ELBO = 2.3874635696411133
[1549/4000] -ELBO = 2.3819398880004883
[1550/4000] -ELBO = 2.3853321075439453
[1551/4000] -ELBO = 2.375359535217285
[1552/4000] -ELBO = 2.3805010318756104
[1553/4000] -ELBO = 2.381208896636963
[1554/4000] -ELBO = 2.3777894973754883
[1555/4000] -ELBO = 2.374148368835449
[1556/4000] -ELBO = 2.384892225265503
[1557/4000] -ELBO = 2.3833322525024414
[1558/4000] -ELBO = 2.374450445175171
[1559/4000] -ELBO = 2.374880313873291
[1560/4000] -ELBO = 2.376399040222168
[1561/4000] -ELBO = 2.374595880508423
[1562/4000] -ELBO = 2.372774839401245
[1563/4000] -ELBO = 2.3692240715026855
[1564/4000] -ELBO = 2.3750553131103516
[1565/4000] -ELBO = 2.3776931762695312
[1566/4000] -ELBO = 2.3805086612701416
[1567/4000] -ELBO = 2.3789381980895996
[1568/4000] -ELBO = 2.373831272125244
[1569/4000] -ELBO = 2.3741862773895264
[1570/4000] -ELBO = 2.378080129623413
[1571/4000] -ELBO = 2.374213457107544
[1572/4000] -ELBO = 2.369997501373291
[1573/4000] -ELBO = 2.3717148303985596
[1574/4000] -ELBO = 2.3767805099487305
[1575/4000] -ELBO = 2.366767406463623
[1576/4000] -ELBO = 2.3713793754577637
[1577/4000] -ELBO = 2.366926431655884
[1578/4000] -ELBO = 2.3684072494506836
[1579/4000] -ELBO = 2.375959634780884
[1580/4000] -ELBO = 2.377295732498169
[1581/4000] -ELBO = 2.369497299194336
[1582/4000] -ELBO = 2.3716375827789307
[1583/4000] -ELBO = 2.36184024810791
[1584/4000] -ELBO = 2.3702778816223145
[1585/4000] -ELBO = 2.3687326908111572
[1586/4000] -ELBO = 2.3651092052459717
[1587/4000] -ELBO = 2.363433599472046
[1588/4000] -ELBO = 2.366591453552246
[1589/4000] -ELBO = 2.3632357120513916
[1590/4000] -ELBO = 2.365755796432495
[1591/4000] -ELBO = 2.363797903060913
[1592/4000] -ELBO = 2.3644566535949707
[1593/4000] -ELBO = 2.364546298980713
[1594/4000] -ELBO = 2.369441032409668
[1595/4000] -ELBO = 2.3644702434539795
[1596/4000] -ELBO = 2.3588929176330566
[1597/4000] -ELBO = 2.3576738834381104
[1598/4000] -ELBO = 2.3571479320526123
[1599/4000] -ELBO = 2.3707213401794434
[1600/4000] -ELBO = 2.3562533855438232
[1601/4000] -ELBO = 2.35312819480896
[1602/4000] -ELBO = 2.368725299835205
[1603/4000] -ELBO = 2.3557543754577637
[1604/4000] -ELBO = 2.3591554164886475
[1605/4000] -ELBO = 2.35441255569458
[1606/4000] -ELBO = 2.3591561317443848
[1607/4000] -ELBO = 2.3599746227264404
[1608/4000] -ELBO = 2.3606483936309814
[1609/4000] -ELBO = 2.359025239944458
[1610/4000] -ELBO = 2.3581857681274414
[1611/4000] -ELBO = 2.358457326889038
[1612/4000] -ELBO = 2.356257915496826
[1613/4000] -ELBO = 2.3593719005584717
[1614/4000] -ELBO = 2.355325222015381
[1615/4000] -ELBO = 2.3525776863098145
[1616/4000] -ELBO = 2.356849193572998
[1617/4000] -ELBO = 2.3522276878356934
[1618/4000] -ELBO = 2.3536603450775146
[1619/4000] -ELBO = 2.354597330093384
[1620/4000] -ELBO = 2.3531956672668457
[1621/4000] -ELBO = 2.349705934524536
[1622/4000] -ELBO = 2.3509232997894287
[1623/4000] -ELBO = 2.3501534461975098
[1624/4000] -ELBO = 2.3514721393585205
[1625/4000] -ELBO = 2.3526363372802734
[1626/4000] -ELBO = 2.342495918273926
[1627/4000] -ELBO = 2.3510711193084717
[1628/4000] -ELBO = 2.345478057861328
[1629/4000] -ELBO = 2.3461763858795166
[1630/4000] -ELBO = 2.351142644882202
[1631/4000] -ELBO = 2.347583055496216
[1632/4000] -ELBO = 2.348970413208008
[1633/4000] -ELBO = 2.3430449962615967
[1634/4000] -ELBO = 2.3411648273468018
[1635/4000] -ELBO = 2.34529972076416
[1636/4000] -ELBO = 2.3492438793182373
[1637/4000] -ELBO = 2.3551740646362305
[1638/4000] -ELBO = 2.3469512462615967
[1639/4000] -ELBO = 2.3434667587280273
[1640/4000] -ELBO = 2.337061643600464
[1641/4000] -ELBO = 2.3415167331695557
[1642/4000] -ELBO = 2.3414664268493652
[1643/4000] -ELBO = 2.353736400604248
[1644/4000] -ELBO = 2.3471453189849854
[1645/4000] -ELBO = 2.3519062995910645
[1646/4000] -ELBO = 2.346226692199707
[1647/4000] -ELBO = 2.3431429862976074
[1648/4000] -ELBO = 2.343235492706299
[1649/4000] -ELBO = 2.3430192470550537
[1650/4000] -ELBO = 2.3445706367492676
[1651/4000] -ELBO = 2.338178873062134
[1652/4000] -ELBO = 2.3462440967559814
[1653/4000] -ELBO = 2.3485240936279297
[1654/4000] -ELBO = 2.34657883644104
[1655/4000] -ELBO = 2.3391497135162354
[1656/4000] -ELBO = 2.342658042907715
[1657/4000] -ELBO = 2.3379178047180176
[1658/4000] -ELBO = 2.3408453464508057
[1659/4000] -ELBO = 2.3237252235412598
[1660/4000] -ELBO = 2.3386430740356445
[1661/4000] -ELBO = 2.333198308944702
[1662/4000] -ELBO = 2.3418259620666504
[1663/4000] -ELBO = 2.3409512042999268
[1664/4000] -ELBO = 2.3362841606140137
[1665/4000] -ELBO = 2.33866548538208
[1666/4000] -ELBO = 2.3405117988586426
[1667/4000] -ELBO = 2.3439126014709473
[1668/4000] -ELBO = 2.3415660858154297
[1669/4000] -ELBO = 2.3341619968414307
[1670/4000] -ELBO = 2.3284902572631836
[1671/4000] -ELBO = 2.332967519760132
[1672/4000] -ELBO = 2.3367340564727783
[1673/4000] -ELBO = 2.339973211288452
[1674/4000] -ELBO = 2.3317511081695557
[1675/4000] -ELBO = 2.3357722759246826
[1676/4000] -ELBO = 2.333402395248413
[1677/4000] -ELBO = 2.3344035148620605
[1678/4000] -ELBO = 2.329312801361084
[1679/4000] -ELBO = 2.3406918048858643
[1680/4000] -ELBO = 2.341890335083008
[1681/4000] -ELBO = 2.330047130584717
[1682/4000] -ELBO = 2.3330490589141846
[1683/4000] -ELBO = 2.3279800415039062
[1684/4000] -ELBO = 2.3357913494110107
[1685/4000] -ELBO = 2.315279722213745
[1686/4000] -ELBO = 2.330331802368164
[1687/4000] -ELBO = 2.332686424255371
[1688/4000] -ELBO = 2.3209965229034424
[1689/4000] -ELBO = 2.327348470687866
[1690/4000] -ELBO = 2.334176778793335
[1691/4000] -ELBO = 2.324209451675415
[1692/4000] -ELBO = 2.3238847255706787
[1693/4000] -ELBO = 2.3411343097686768
[1694/4000] -ELBO = 2.326828956604004
[1695/4000] -ELBO = 2.322986602783203
[1696/4000] -ELBO = 2.3241584300994873
[1697/4000] -ELBO = 2.3264620304107666
[1698/4000] -ELBO = 2.3352339267730713
[1699/4000] -ELBO = 2.3250722885131836
[1700/4000] -ELBO = 2.3256285190582275
[1701/4000] -ELBO = 2.3213584423065186
[1702/4000] -ELBO = 2.3205997943878174
[1703/4000] -ELBO = 2.330332040786743
[1704/4000] -ELBO = 2.3252170085906982
[1705/4000] -ELBO = 2.3265321254730225
[1706/4000] -ELBO = 2.3271875381469727
[1707/4000] -ELBO = 2.325698137283325
[1708/4000] -ELBO = 2.3214073181152344
[1709/4000] -ELBO = 2.3208868503570557
[1710/4000] -ELBO = 2.311842918395996
[1711/4000] -ELBO = 2.3182060718536377
[1712/4000] -ELBO = 2.3195090293884277
[1713/4000] -ELBO = 2.316983699798584
[1714/4000] -ELBO = 2.317721366882324
[1715/4000] -ELBO = 2.318406581878662
[1716/4000] -ELBO = 2.3318235874176025
[1717/4000] -ELBO = 2.3189618587493896
[1718/4000] -ELBO = 2.312424659729004
[1719/4000] -ELBO = 2.3078367710113525
[1720/4000] -ELBO = 2.3140921592712402
[1721/4000] -ELBO = 2.321963310241699
[1722/4000] -ELBO = 2.3163318634033203
[1723/4000] -ELBO = 2.31646466255188
[1724/4000] -ELBO = 2.317981243133545
[1725/4000] -ELBO = 2.314857244491577
[1726/4000] -ELBO = 2.320784568786621
[1727/4000] -ELBO = 2.3147647380828857
[1728/4000] -ELBO = 2.305968999862671
[1729/4000] -ELBO = 2.3261797428131104
[1730/4000] -ELBO = 2.311911106109619
[1731/4000] -ELBO = 2.3171496391296387
[1732/4000] -ELBO = 2.3030612468719482
[1733/4000] -ELBO = 2.3122997283935547
[1734/4000] -ELBO = 2.318060874938965
[1735/4000] -ELBO = 2.3107986450195312
[1736/4000] -ELBO = 2.3166913986206055
[1737/4000] -ELBO = 2.3037619590759277
[1738/4000] -ELBO = 2.308310031890869
[1739/4000] -ELBO = 2.3131632804870605
[1740/4000] -ELBO = 2.314499855041504
[1741/4000] -ELBO = 2.3112709522247314
[1742/4000] -ELBO = 2.309584379196167
[1743/4000] -ELBO = 2.3014729022979736
[1744/4000] -ELBO = 2.311478614807129
[1745/4000] -ELBO = 2.3105573654174805
[1746/4000] -ELBO = 2.3051769733428955
[1747/4000] -ELBO = 2.306879997253418
[1748/4000] -ELBO = 2.3057196140289307
[1749/4000] -ELBO = 2.3149054050445557
[1750/4000] -ELBO = 2.3149945735931396
[1751/4000] -ELBO = 2.2915749549865723
[1752/4000] -ELBO = 2.3060059547424316
[1753/4000] -ELBO = 2.2963707447052
[1754/4000] -ELBO = 2.2969255447387695
[1755/4000] -ELBO = 2.2998311519622803
[1756/4000] -ELBO = 2.299889326095581
[1757/4000] -ELBO = 2.309591054916382
[1758/4000] -ELBO = 2.304513454437256
[1759/4000] -ELBO = 2.3000972270965576
[1760/4000] -ELBO = 2.3023064136505127
[1761/4000] -ELBO = 2.3021717071533203
[1762/4000] -ELBO = 2.301417112350464
[1763/4000] -ELBO = 2.2998764514923096
[1764/4000] -ELBO = 2.2975010871887207
[1765/4000] -ELBO = 2.311352252960205
[1766/4000] -ELBO = 2.297117233276367
[1767/4000] -ELBO = 2.300396203994751
[1768/4000] -ELBO = 2.2963647842407227
[1769/4000] -ELBO = 2.300341844558716
[1770/4000] -ELBO = 2.2996771335601807
[1771/4000] -ELBO = 2.3074276447296143
[1772/4000] -ELBO = 2.2955782413482666
[1773/4000] -ELBO = 2.2929553985595703
[1774/4000] -ELBO = 2.295762300491333
[1775/4000] -ELBO = 2.288599967956543
[1776/4000] -ELBO = 2.2940919399261475
[1777/4000] -ELBO = 2.2956697940826416
[1778/4000] -ELBO = 2.2958858013153076
[1779/4000] -ELBO = 2.2882020473480225
[1780/4000] -ELBO = 2.2967517375946045
[1781/4000] -ELBO = 2.294419527053833
[1782/4000] -ELBO = 2.2811028957366943
[1783/4000] -ELBO = 2.2860822677612305
[1784/4000] -ELBO = 2.294981002807617
[1785/4000] -ELBO = 2.2918779850006104
[1786/4000] -ELBO = 2.3025097846984863
[1787/4000] -ELBO = 2.280540704727173
[1788/4000] -ELBO = 2.2875351905822754
